wavenumber_cm1,absorbance
1189.0000,0.073819
1190.0000,0.080385
1191.0000,0.087789
1192.0000,0.096019
1193.0000,0.105045
1194.0000,0.114738
1195.0000,0.124728
1196.0000,0.135616
1197.0000,0.147310
1198.0000,0.158909
1199.0000,0.171428
1200.0000,0.186182
1201.0000,0.203597
1202.0000,0.222837
1203.0000,0.239131
1204.0000,0.257354
1205.0000,0.281427
1206.0000,0.331452
1207.0000,0.412380
1208.0000,0.514306
1209.0000,0.628002
1210.0000,0.742905
1211.0000,0.846264
1212.0000,0.926058
1213.0000,0.972438
1214.0000,0.992220
1215.0000,1.000000
1216.0000,0.996243
1217.0000,0.973388
1218.0000,0.924541
1219.0000,0.852382
1220.0000,0.761704
1221.0000,0.656668
1222.0000,0.548296
1223.0000,0.449823
1224.0000,0.373448
1225.0000,0.326691
1226.0000,0.292136
1227.0000,0.269065
1228.0000,0.255606
1229.0000,0.249165
1230.0000,0.246422
1231.0000,0.243608
1232.0000,0.241067
1233.0000,0.238649
1234.0000,0.234999
1235.0000,0.230778
1236.0000,0.225732
1237.0000,0.219621
1238.0000,0.212076
1239.0000,0.202848
1240.0000,0.192657
1241.0000,0.182713
1242.0000,0.173988
1243.0000,0.166225
1244.0000,0.159622
1245.0000,0.155670
1246.0000,0.155307
1247.0000,0.158841
1248.0000,0.166147
1249.0000,0.177344
1250.0000,0.191535
1251.0000,0.207138
1252.0000,0.222053
1253.0000,0.236703
1254.0000,0.247082
1255.0000,0.250517
1256.0000,0.245175
1257.0000,0.230740
1258.0000,0.208000
1259.0000,0.178350
1260.0000,0.144836
1261.0000,0.111324
1262.0000,0.081571
1263.0000,0.060007
1264.0000,0.044401
1265.0000,0.033679
1266.0000,0.027009
1267.0000,0.023125
1268.0000,0.020311
1269.0000,0.017323
1270.0000,0.015293
1271.0000,0.013614
1272.0000,0.012258
1273.0000,0.011203
1274.0000,0.010398
1275.0000,0.009962
1276.0000,0.009786
1277.0000,0.009861
1278.0000,0.010209
1279.0000,0.010780
1280.0000,0.011647
1281.0000,0.012401
1282.0000,0.013817
1283.0000,0.016035
1284.0000,0.019295
1285.0000,0.023199
1286.0000,0.028184
1287.0000,0.034806
1288.0000,0.043406
1289.0000,0.054017
1290.0000,0.066544
1291.0000,0.081627
1292.0000,0.099183
1293.0000,0.118352
1294.0000,0.136422
1295.0000,0.149093
1296.0000,0.153222
1297.0000,0.148443
1298.0000,0.136784
1299.0000,0.120852
1300.0000,0.103805
1301.0000,0.089185
1302.0000,0.079390
1303.0000,0.075289
1304.0000,0.077057
1305.0000,0.076679
1306.0000,0.071707
1307.0000,0.062697
1308.0000,0.051351
1309.0000,0.038924
1310.0000,0.026712
1311.0000,0.016256
1312.0000,0.008299
1313.0000,0.004337
1314.0000,0.004722
1315.0000,0.004208
1316.0000,0.003797
1317.0000,0.003407
1318.0000,0.004215
1319.0000,0.007130
1320.0000,0.012712
1321.0000,0.021334
1322.0000,0.032812
1323.0000,0.047870
1324.0000,0.064460
1325.0000,0.080758
1326.0000,0.095461
1327.0000,0.108369
1328.0000,0.119987
1329.0000,0.130132
1330.0000,0.139810
1331.0000,0.150160
1332.0000,0.162397
1333.0000,0.177112
1334.0000,0.193475
1335.0000,0.212561
